unifs_consPDLN;unifs_ecceFN;var0;var1;formula
21;54;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
20;52;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O)))))
20;55;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O)))))
22;57;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
21;55;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O))))
17;43;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
15;39;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
15;39;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
13;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
19;48;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
19;48;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
17;44;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
15;39;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
13;35;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
15;39;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
21;52;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
19;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
19;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
17;44;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
21;53;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
13;35;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
11;31;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
14;37;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
15;39;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
13;35;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
16;41;true;false;Conj (Conj (Var (O), Var (O)), Neg (Neg (Neg (Var (S (O))))))
17;44;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Conj (Var (O), Var (O)))))
20;49;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
20;52;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (S (O)))))
18;48;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (O))))
18;48;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
17;53;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
19;48;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
17;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
23;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
23;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
21;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
17;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
15;40;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
18;46;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
17;44;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
23;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
21;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
21;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
19;49;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
23;58;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
18;49;true;false;Conj (Conj (Var (O), Var (O)), Conj (Neg (Var (S (O))), Var (O)))
21;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
19;53;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
23;62;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
